Zak;SQM;Vacant
881066265;1184,035;0
881066365;956,935;0
881066465;739,645;0
881066565;1096,635;1
881066665;1392,46;1
881066765;1074,665;0
881081665;1252,9;0
882053765;1217,66;0
882053865;1185,785;1
882053965;963,395;1
882054065;909,305;0
882054165;1185,49;0
882054265;1022,62;0
882057062;1059,44;1
882057162;1076,82;0
882057262;1078,105;0
882057362;1047,14;0
882057462;1219,415;0
882057562;1194,8;0
882057662;1105,44;0
882057762;1091,285;0
882057862;1094,79;0
882057962;1088,875;0
882058062;1062,525;0
882058162;1075,685;1
882058262;1114,81;0
882058362;1196,145;0
882058462;1043,31;0
882058562;930,61;1
882058662;1579,02;3
882059062;1584,01;0
882059162;1276,22;0
882059262;1442,12;0
882059362;1904,445;0
882059462;1005,95;0
882059562;861,58;0
882059662;1274,92;1
882059762;1581,205;0
882059862;839,59;2
882059962;1005,685;0
882060062;857,23;1
882060162;1198,475;1
882060262;1197,23;0
882060362;1274,895;2
882060462;1295,91;0
882060562;1208,315;2
882060662;1209,885;1
882060762;1052,25;0
882060862;1227,385;0
882060962;1220,455;0
882061062;1216,77;0
882061162;1215,27;0
882061262;1001,38;0
882061362;687,12;0
882061462;1512,3;0
882061562;689,45;0
882061662;950,54;0
882061762;1226,915;0
882061862;1207,11;0
882061962;1220,765;0
882062062;1213,82;0
882062162;1044,16;0
882062262;1039,81;0
882062362;1215,82;1
882062462;1268,005;0
882062562;1340,8;0
882062662;1316,25;1
882062762;1282,137;1
882062862;1235,45;0
882093961;1960,085;0
883067663;1245,955;1
883067763;1947,185;0
883067863;1457,11;0
883068163;1439,14;1
883068263;1219,355;0
883068363;1772,245;0
883068463;1474,775;0
883068563;831,925;0
883068663;1036,89;0
883068763;1173,095;0
883073163;1396,2;0
883073263;1356,565;0
883073363;1021,62;0
883073463;1213,75;0
883073563;1021,785;0
883073663;1024,805;0
883073763;1225,625;1
883073863;1006,865;0
883073963;1280,665;1
883074063;1180,575;0
883074263;1397,35;2
883074363;1339,155;0
883074463;1236,02;1
883074563;1236,35;0
883074663;1071,875;0
883074763;968,07;0
883074863;965,515;0
883074963;1030,885;0
883075063;1245,365;2
883075163;1248,995;0
883075263;1337,135;0
883075363;1221,335;1
883076363;930,36;0
883076563;1309,275;0
883076863;947,85;0
883076963;1498,74;0
883077163;973,51;0
883077263;960,175;0
883077363;1226,43;0
883077463;976,185;0
883077563;1232,335;1
883077663;1013,725;0
883078766;1424,405;2
883078866;1426,34;0
883078966;1442,61;0
883079066;1255,19;0
883079666;1402,68;0
883079766;1317,69;1
883079866;1223,635;1
883079966;1229,38;0
883080066;1177,79;0
883080166;1216,125;0
883080266;1421,13;0
883080366;1418,13;0
883080466;1458,79;2
883080566;1129,19;0
884069564;1516,485;1
884069664;1024,35;0
884069764;994,395;0
884069864;1401,6915;1
884069964;1427,915;0
884070064;1210,58;0
884070164;1207,095;0
884070264;1011,775;0
884070364;1025,465;1
884070464;1015,135;1
884070564;1539,975;0
884070664;1538,405;0
884070764;2032,95;1
884070864;1226,38;0
884070964;1320,215;1
884071064;1207,095;0
884071164;1225,89;0
884071264;1226,995;0
884071461;1012,09;0
884071561;1214,415;1
884071661;995,765;0
884071761;654,305;0
884071861;570,825;1
884071961;546,425;0
884072061;1001,89;0
884072561;1187,77;0
884079161;1156,57;0
884079261;1200,95;1
884079361;1204,215;1
884079461;1292,285;2
884079561;1226,245;0
884080761;1202,395;0
884080861;1290,825;0
884080961;1195,245;1
884081061;1115,26;0
884081161;654,595;1
884081261;649,175;0
884081361;733,68;0
884081461;1198,84;1
884081561;1188,285;0
884081761;1006,695;0
884081861;1211,655;0
884081961;1202,96;0
884082161;894,12;0
884082261;1228,83;2
884082361;1213,125;0
884082561;1216,75;1
884086063;1341,745;0
884086163;879,785;0
884086263;891,5;0
884086363;1365,14;0
884086463;1276,53;0
884086563;1087,11;0
884086663;1260,39;0
884086763;2127;0
884086863;1243,685;0
884090663;920,34;0
884090763;935,595;1
885002568;970,975;0
885002668;798,78;0
885009168;358,745;0
885009268;626,06;0
885038468;1467,27;0
885038568;1038,73;0
885080451;317,27;0
885081151;320,315;0
885082151;403,6;0
885082251;397,74;0
885082351;405,855;0
885082451;400,845;2
885082551;408,67;0
885082651;399,62;0
885082751;403,65;0
885082851;408,4;0
885082951;411,235;0
885083051;401,71;0
885083151;401,6;0
885083251;411,255;0
885083351;403,19;0
885083451;407,16;0
885083551;412,9;0
885083651;413,995;0
885083751;424,175;0
885083951;408,72;0
885084051;408,9;0
885084551;1414,22;0
885084651;425;0
885084751;415,615;0
885084851;407,275;0
885084951;410,21;0
885085051;1373,065;1
885085151;1415,445;2
885085451;418,4;0
885085551;409,155;0
885085651;422,135;0
885085751;415,35;0
885085851;413,75;0
885085951;419,945;0
885086051;427,805;0
885086151;418,32;0
885086251;414,31;0
885086351;413,545;0
885086451;405,21;0
885086551;411,81;0
885086651;668,84;0
885086751;812,91;0
885086851;526,195;0
885086951;351,34;0
885087051;438,66;0
885087151;268,225;0
885087251;265,045;0
885087351;350,085;0
885087451;346,41;0
885090368;627,845;0
885090468;619,57;0
885090568;629,185;0
885090668;629,28;0
885090768;616,09;0
885090868;619,23;0
885091468;1039,48;0
885094168;578,215;0
885094968;865,17;1
885095168;671,69;0
885095268;1073,015;0
885095368;1336,565;0
885095468;1316,115;1
885095668;1422,05;0
885095768;1775,625;0
885097168;1405,925;0
885109451;511,79;0
885109551;498,545;0
885121451;383,93;0
885121551;385,54;0
885124468;1203,145;0
885124568;1206,95;0
885124668;1202,75;0
885161751;1757,055;0
885161851;1741,235;0
885240268;988,59;1
885952168;681,44;1
885953168;679,14;0
886050365;1409,515;0
886050465;1267,98;1
886050865;1251,21;1
886050965;1553,655;0
886051065;580,275;0
886051165;1259,075;1
886067365;524,35;0
886067465;562,27;1
886083662;1087,82;1
886083762;883,625;0
886083862;1324,26;0
886083962;1256,88;0
886084062;1337,935;0
886084462;1115,075;0
886087060;1331,68;1
886087160;1258,865;0
886088660;1003,555;0
886088760;1013,28;0
886088860;1097,26;1
886095664;769,36;0
886095764;753,71;0
886095864;766,255;0
886098666;944,655;1
886098766;938,45;0
886098866;903,875;0
886100566;796,325;0
886100666;808,36;0
886100766;826,085;0
886106666;942,22;0
886106766;958,635;0
886106866;934,805;0
886106966;935,83;0
886124866;936,655;0
886124966;941,32;0
886167366;3867,29;1
886167466;3856,82;2
886167566;3866,615;0
886167866;1403,015;0
886195566;702,385;0
886195666;697,99;0
886195766;681,515;0
886195866;697,865;0
886195966;699,44;0
886443266;3795,69;1
886600866;699,275;0
886601766;3818,2;0
887012570;743,335;0
887012670;761,755;0
887012770;767,898;1
887012870;782,9;0
887012970;782,695;0
887013370;1026,785;0
887013470;1057,115;0
887013570;1062,25;0
887022067;1371,99;0
887022167;1379,665;0
887022267;1371,965;0
887022367;1376,875;0
887022467;1519,9;0
887022567;1565,54;0
887022667;1391,6;0
887024069;697,765;0
887024169;1047,27;0
887024269;1040,36;1
887035969;140,15;0
887036069;140,35;0
887036169;140,35;0
887036269;140,35;0
887036369;140,35;0
887036469;140,35;0
887036569;140,35;0
887036669;143,94;0
887036769;139,88;0
887036869;139,88;0
887036969;138,03;0
887037069;138,03;0
887037169;138,03;0
887037269;138,59;0
887037369;138,31;0
887037469;138,59;0
887037569;138,59;0
887037669;138,59;0
887048470;3691,54;1
887048570;6382,1;2
887068867;3564,04;0
887069167;1320,405;0
887069267;1294,76;0
887069367;1295,465;0
887069467;1304,185;1
887069567;1294,23;1
887118768;2211,275;0
887118868;2210,205;0
887118968;2210,91;1
887150869;2231,485;0
887150969;2228,885;0
887189367;1538,73;0
887189467;1568,085;1
887189567;1408,125;0
887189667;1406,905;0
887189767;1407,225;0
887296169;1432,01;1
887296269;1425,555;0
887296369;1427,68;0
887296969;1233,955;0
887297069;1228,605;0
888017267;140,655;0
888017467;140,81;0
888017667;140,59;0
888017867;140,955;1
888018067;138,81;0
888018267;140,64;0
888018367;1346,38;0
888018467;133,78;0
888018667;140,58;0
888018867;140,715;0
888019067;140,565;0
888019267;140,44;0
888019467;141,065;1
888019667;140,99;0
888019867;140,455;0
888020067;140,245;0
888020267;140,735;0
888020467;138,39;0
888020667;140,565;0
888020867;140,47;0
888021067;140,29;0
888021267;140,555;0
888021467;141,13;0
888021667;140,265;0
888021867;140,66;0
888022067;140,72;0
888022267;139,965;0
888022467;139,13;0
888022667;140,44;0
888022867;139,285;0
888023067;139,45;0
888023267;139,44;0
888023467;139,615;1
888031369;1176,35;1
888031469;1177,58;0
888040669;652,995;0
888042569;665,5;1
888042669;498,015;0
888044069;2380,92;1
888048768;1005,4;0
888048868;1009,625;0
888048968;1139,695;1
888049068;1155,923;0
888049168;1417,57;0
888049268;1385,22;0
888049368;1030,265;0
888056870;1044,61;0
888060270;257,755;0
888060370;258,5;0
888060470;258,5;0
888060570;258,275;0
888060670;259,49;0
888060770;258,31;0
888060870;255,93;0
888060970;258,66;0
888061070;258,37;0
888061170;258,25;0
888061270;308,505;0
888061370;305;0
888061470;303,335;2
888061570;304,215;0
888061670;303,955;0
888061770;303,86;0
888061870;307,385;0
888061970;300,04;1
888062070;302,39;0
888062170;305,325;1
888062270;304,13;0
888062370;304,49;0
888062470;305,83;0
888062570;305,405;0
888070267;1409,075;0
888071970;1135,79;0
888072070;1153,71;1
888072170;1013,095;0
888072270;1016,04;0
888072370;1022,385;0
888072470;1029,57;0
888079770;3625,89;0
888079870;6330,185;1
888193567;1030,63;1
888193667;1059,275;0
888193767;1054,6;0
888193867;1035,22;0
888193967;1038,04;0
888194067;1050,98;0
888194167;1170,48;0
888194267;1169,38;0
888194367;996,335;0
888194567;3261,35;0
888194667;3248,635;0
888293769;703,755;0
888293869;716,8;0
888293969;717,98;0
888294369;704,215;0
888294469;717,965;0
889025069;700,785;0
889025169;700,525;0
889025269;699,84;0
889025369;700,435;0
889025469;698,73;0
889025569;702,765;0
889025669;701,2;0
889025769;1053,4;0
889025869;1057,535;0
889025969;1055,745;1
889026069;1063,255;0
889026169;1051,225;0
889027670;1007,155;0
889027770;1007,6;1
889027870;1008,275;0
889027970;1006,775;0
889028070;1010,895;0
889028170;1012,705;0
889028270;1013,955;0
889028370;1007,995;0
889028470;1012,09;0
889037969;1010,65;0
889038069;1010,63;0
889038169;1007,305;0
889038269;1007,95;0
889038369;1010,29;0
889038469;1005,54;0
889038569;2368,965;0
889038769;1028,485;0
889038869;1017,25;0
889038969;1022,085;0
889039069;1006,76;0
889039169;1005,495;0
889039269;1012,35;0
889289468;767,525;0
889289568;766,34;0
889289668;766,19;0
889289768;772,75;1
889290168;1169,34;1
889290268;1180,34;1
889290368;1153,88;0
